Date,Compensation of employees,"Disposable personal income, current dollars",Employer contributions for employee pension and insurance funds,Employer contributions for government social insurance,Equals: Disposable personal income,Equals: Personal saving,Farm,Government,Government social benefits to persons,"Less: Contributions for government social insurance, domestic",Less: Personal current taxes,Less: Personal outlays,Medicaid,Medicare,Nonfarm,Other,"Other current transfer receipts, from business (net)",Personal consumption expenditures,Personal current transfer payments,Personal current transfer receipts,Personal dividend income,Personal income,Personal income receipts on assets,Personal interest income,Personal interest payments,"Personal outlays, current dollars",Private industries,Proprietors' income with inventory valuation and capital consumption adjustments,Rental income of persons with capital consumption adjustment,Social security,Supplements to wages and salaries,To government,To the rest of the world (net),Unemployment insurance,Veterans' benefits,Wages and salaries
1978-07-01,1325418.0,1.1,125011.0,71848.0,1642807.0,178847.0,21159.0,220910.0,206268.0,131958.0,233358.0,1463960.0,18732.0,25656.0,145565.0,45562.0,6552.0,1426815.0,5433.0,212820.0,50736.0,1876165.0,286487.0,235751.0,31713.0,0.1,907649.0,166724.0,16674.0,93900.0,196860.0,3873.0,1560.0,9074.0,13344.0,1128558.0
1978-08-01,1335857.0,0.9,126251.0,72569.0,1658079.0,173523.0,20738.0,222413.0,208068.0,133280.0,236119.0,1484556.0,19236.0,25980.0,149003.0,45660.0,6756.0,1446954.0,5468.0,214824.0,51840.0,1894198.0,289847.0,238007.0,32134.0,1.4,914624.0,169741.0,17209.0,94200.0,198820.0,3908.0,1560.0,9384.0,13608.0,1137037.0
1978-09-01,1349301.0,0.6,127558.0,73349.0,1668047.0,177148.0,20458.0,223822.0,207096.0,134836.0,239417.0,1490899.0,18780.0,26304.0,148105.0,45470.0,6936.0,1452881.0,5503.0,214032.0,52548.0,1907464.0,292916.0,240368.0,32515.0,0.4,924571.0,168563.0,17489.0,94728.0,200907.0,3943.0,1560.0,8662.0,13152.0,1148393.0
1978-10-01,1367155.0,1.1,128909.0,74549.0,1685842.0,180365.0,18655.0,225541.0,208236.0,137043.0,243845.0,1505477.0,19344.0,26640.0,152202.0,45282.0,7104.0,1466922.0,5726.0,215340.0,53028.0,1929687.0,295865.0,242837.0,32829.0,1.0,938156.0,170857.0,17513.0,95112.0,203458.0,3970.0,1756.0,8587.0,13271.0,1163697.0
1978-11-01,1379320.0,0.7,130295.0,75362.0,1696958.0,177439.0,19451.0,226941.0,210384.0,138639.0,247045.0,1519519.0,19980.0,26988.0,149818.0,45771.0,7284.0,1480617.0,5764.0,217668.0,53532.0,1944003.0,298841.0,245309.0,33138.0,0.9,946723.0,169269.0,17544.0,95280.0,205657.0,4008.0,1756.0,8277.0,14088.0,1173663.0
1978-12-01,1393998.0,1.0,131764.0,76407.0,1713425.0,177680.0,20421.0,227953.0,211116.0,140594.0,250764.0,1535744.0,19080.0,27324.0,152198.0,45567.0,7464.0,1496523.0,5805.0,218580.0,54228.0,1964189.0,302008.0,247780.0,33416.0,1.1,957874.0,172620.0,17577.0,96276.0,208171.0,4049.0,1756.0,8588.0,14281.0,1185827.0
1979-01-01,1407704.0,1.2,133274.0,78173.0,1734570.0,192890.0,23364.0,230304.0,214903.0,143963.0,251044.0,1541680.0,20640.0,27636.0,153017.0,46566.0,7692.0,1502425.0,5645.0,222595.0,54629.0,1985614.0,305297.0,250669.0,33610.0,0.4,965953.0,176381.0,17600.0,96432.0,211447.0,4097.0,1548.0,9261.0,14368.0,1196257.0
1979-02-01,1421394.0,0.9,134744.0,79166.0,1750858.0,193466.0,23894.0,231174.0,213691.0,145855.0,253215.0,1557392.0,19332.0,27996.0,157091.0,46667.0,7860.0,1517821.0,5688.0,221551.0,55474.0,2004073.0,308642.0,253168.0,33883.0,1.0,976311.0,180986.0,17354.0,96384.0,213910.0,4140.0,1548.0,9364.0,13948.0,1207484.0
1979-03-01,1438450.0,1.0,136187.0,80310.0,1769242.0,198153.0,24007.0,232515.0,216019.0,148071.0,256616.0,1571090.0,20124.0,28380.0,158799.0,47020.0,8004.0,1531178.0,5728.0,224023.0,55948.0,2025858.0,311803.0,255856.0,34183.0,0.9,989439.0,182805.0,16847.0,96768.0,216496.0,4180.0,1548.0,9467.0,14260.0,1221954.0
1979-04-01,1440453.0,0.2,137570.0,80471.0,1773121.0,194424.0,21715.0,233120.0,219631.0,148523.0,257527.0,1578697.0,21204.0,28788.0,158440.0,47720.0,8100.0,1538448.0,5735.0,227731.0,56374.0,2030648.0,314755.0,258381.0,34515.0,0.5,989292.0,180155.0,16077.0,98736.0,218042.0,4219.0,1516.0,9479.0,13704.0,1222411.0
1979-05-01,1453488.0,0.6,138978.0,81306.0,1783217.0,183787.0,21891.0,232966.0,220075.0,150212.0,261356.0,1599430.0,21144.0,29208.0,157055.0,48831.0,8184.0,1558800.0,5775.0,228259.0,57014.0,2044573.0,318548.0,261534.0,34855.0,1.3,1000237.0,178945.0,15544.0,97356.0,220284.0,4259.0,1516.0,9376.0,14160.0,1233204.0
1979-06-01,1470307.0,0.6,140435.0,82345.0,1793260.0,176575.0,21902.0,234399.0,217879.0,152212.0,267111.0,1616684.0,19980.0,29628.0,156539.0,48118.0,8292.0,1575659.0,5815.0,226171.0,57460.0,2060371.0,322410.0,264950.0,35211.0,1.1,1013127.0,178442.0,15253.0,97452.0,222780.0,4299.0,1516.0,8757.0,13944.0,1247527.0
1979-07-01,1484594.0,1.5,141929.0,83214.0,1820079.0,192330.0,22579.0,237564.0,233155.0,154025.0,271729.0,1627749.0,21708.0,30072.0,156801.0,50512.0,8352.0,1586126.0,6048.0,241507.0,57796.0,2091808.0,325148.0,267352.0,35575.0,0.7,1021887.0,179380.0,15203.0,107412.0,225143.0,4344.0,1704.0,9251.0,14200.0,1259451.0
1979-08-01,1495642.0,0.9,143454.0,83803.0,1836697.0,179057.0,22250.0,240054.0,235051.0,155202.0,274460.0,1657640.0,20628.0,30528.0,159680.0,52314.0,8388.0,1615572.0,6090.0,243439.0,58114.0,2111157.0,330033.0,271920.0,35978.0,1.8,1028331.0,181930.0,15314.0,107532.0,227257.0,4386.0,1704.0,9765.0,14284.0,1268385.0
1979-09-01,1509924.0,0.8,144991.0,84611.0,1851369.0,174919.0,21932.0,240554.0,235579.0,156853.0,278292.0,1676450.0,20988.0,31008.0,158957.0,51911.0,8448.0,1633904.0,6132.0,244027.0,58749.0,2129661.0,336093.0,277343.0,36415.0,1.1,1039768.0,180889.0,15582.0,107928.0,229602.0,4428.0,1704.0,9868.0,13876.0,1280322.0
1979-10-01,1519941.0,0.8,146552.0,85108.0,1865517.0,181059.0,22172.0,242751.0,237979.0,157832.0,281566.0,1684458.0,21864.0,31488.0,157031.0,52427.0,8496.0,1641601.0,6577.0,246475.0,59451.0,2147083.0,343297.0,283846.0,36280.0,0.5,1045529.0,179202.0,15999.0,107880.0,231660.0,4489.0,2088.0,10124.0,14196.0,1288281.0
1979-11-01,1534550.0,1.0,148122.0,85884.0,1883831.0,182803.0,21037.0,244455.0,240595.0,159343.0,285106.0,1701028.0,22668.0,31992.0,156619.0,52866.0,8460.0,1657250.0,6617.0,249055.0,60132.0,2168937.0,350815.0,290683.0,37161.0,1.0,1056088.0,177657.0,16203.0,108612.0,234006.0,4529.0,2088.0,10538.0,13919.0,1300544.0
1979-12-01,1550325.0,1.1,149723.0,86653.0,1903789.0,192435.0,19050.0,245774.0,243451.0,160897.0,288934.0,1711354.0,22524.0,32508.0,157425.0,53908.0,8424.0,1666255.0,6654.0,251875.0,60744.0,2192723.0,358812.0,298068.0,38445.0,0.6,1068174.0,176475.0,16134.0,108480.0,236377.0,4566.0,2088.0,11054.0,14977.0,1313949.0
1980-01-01,1558924.0,1.8,151354.0,86216.0,1937349.0,191955.0,15739.0,247865.0,251637.0,160970.0,281484.0,1745395.0,23160.0,33084.0,157255.0,60176.0,8244.0,1697298.0,6486.0,259881.0,62139.0,2218833.0,372291.0,310152.0,41610.0,2.0,1073490.0,172994.0,15713.0,108840.0,237570.0,4598.0,1888.0,11785.0,14592.0,1321354.0
1980-02-01,1572936.0,0.6,152929.0,86830.0,1948080.0,197458.0,13327.0,249945.0,251937.0,162052.0,284562.0,1750622.0,25080.0,33624.0,153855.0,57332.0,8148.0,1701393.0,6528.0,260085.0,62217.0,2232642.0,378842.0,316625.0,42701.0,0.3,1083232.0,167182.0,15649.0,109704.0,239758.0,4640.0,1888.0,11785.0,14412.0,1333177.0
1980-03-01,1588922.0,0.6,154545.0,87578.0,1959692.0,201669.0,10864.0,252712.0,250113.0,162763.0,288429.0,1758023.0,21972.0,34188.0,151654.0,57779.0,8136.0,1708215.0,6576.0,258249.0,63341.0,2248121.0,385182.0,321840.0,43231.0,0.4,1094086.0,162519.0,16013.0,109500.0,242123.0,4688.0,1888.0,12298.0,14376.0,1346799.0
1980-04-01,1595017.0,0.4,156114.0,87464.0,1967749.0,223493.0,3832.0,260601.0,252705.0,162285.0,289413.0,1744256.0,21684.0,34740.0,154654.0,58204.0,8232.0,1695241.0,6628.0,260937.0,64276.0,2257162.0,388438.0,324162.0,42387.0,-0.8,1090838.0,158486.0,16570.0,109416.0,243577.0,4768.0,1860.0,14165.0,14496.0,1351440.0
1980-05-01,1596121.0,0.4,157664.0,87448.0,1975683.0,226652.0,2281.0,259599.0,256113.0,162601.0,291988.0,1749031.0,21624.0,35292.0,157657.0,59063.0,8316.0,1700079.0,6689.0,264429.0,64993.0,2267671.0,392741.0,327747.0,42263.0,0.3,1091410.0,159937.0,17045.0,110100.0,245113.0,4829.0,1860.0,15694.0,14340.0,1351008.0
1980-06-01,1606372.0,0.8,159212.0,87970.0,1992351.0,224708.0,3247.0,261535.0,259857.0,163819.0,295121.0,1767644.0,23256.0,35868.0,159260.0,58872.0,8436.0,1718848.0,6753.0,268293.0,65553.0,2287472.0,396447.0,330894.0,42043.0,1.1,1097655.0,162507.0,17672.0,110448.0,247182.0,4893.0,1860.0,17121.0,14292.0,1359191.0
1980-07-01,1610497.0,1.7,160733.0,88090.0,2025251.0,229947.0,9562.0,262958.0,285933.0,164819.0,297173.0,1795305.0,23436.0,36444.0,160841.0,66438.0,8556.0,1747082.0,6934.0,294489.0,65056.0,2322424.0,393347.0,328291.0,41289.0,1.6,1098717.0,170402.0,18508.0,126048.0,248823.0,4974.0,1960.0,19143.0,14424.0,1361675.0
1980-08-01,1629883.0,0.9,162225.0,89112.0,2044141.0,232014.0,11773.0,264264.0,285897.0,167187.0,302531.0,1812127.0,23544.0,37032.0,160579.0,65386.0,8712.0,1763778.0,7006.0,294609.0,64702.0,2346672.0,397219.0,332517.0,41343.0,0.9,1114281.0,172352.0,19797.0,127476.0,251337.0,5046.0,1960.0,18119.0,14340.0,1378546.0
1980-09-01,1645418.0,1.3,163736.0,89997.0,2071714.0,242415.0,13889.0,265507.0,291729.0,168846.0,306881.0,1829298.0,25656.0,37632.0,163559.0,66683.0,8868.0,1780453.0,7081.0,300597.0,64422.0,2378595.0,402682.0,338260.0,41764.0,0.9,1126178.0,177448.0,21296.0,127272.0,253733.0,5121.0,1960.0,19654.0,14832.0,1391685.0
1980-10-01,1668353.0,1.6,165245.0,91191.0,2104541.0,237049.0,17343.0,268579.0,290469.0,171081.0,313797.0,1867492.0,25164.0,38232.0,166371.0,65595.0,9036.0,1817093.0,7298.0,299505.0,64382.0,2418338.0,415239.0,350857.0,43101.0,2.1,1143338.0,183714.0,22608.0,128112.0,256436.0,5198.0,2100.0,18787.0,14579.0,1411917.0
1980-11-01,1689781.0,1.0,166702.0,92296.0,2124659.0,246700.0,19012.0,270877.0,288405.0,173160.0,319239.0,1877959.0,24336.0,38832.0,165425.0,64653.0,9300.0,1826815.0,7386.0,297705.0,64481.0,2443898.0,421908.0,357427.0,43758.0,0.6,1159905.0,184437.0,23229.0,127596.0,258998.0,5286.0,2100.0,17460.0,15528.0,1430782.0
1980-12-01,1704748.0,1.1,168169.0,93090.0,2148164.0,244691.0,19622.0,273089.0,293181.0,174672.0,323526.0,1903474.0,27348.0,39444.0,167239.0,65007.0,9576.0,1851714.0,7483.0,302757.0,64790.0,2471690.0,428352.0,363562.0,44276.0,1.4,1170400.0,186861.0,23644.0,128520.0,261259.0,5383.0,2100.0,17153.0,15709.0,1443489.0
1981-01-01,1728206.0,0.6,169598.0,100309.0,2160137.0,235010.0,17804.0,275461.0,293463.0,188650.0,327238.0,1925127.0,24840.0,40068.0,170721.0,65995.0,10068.0,1870041.0,10746.0,303531.0,65443.0,2487375.0,431807.0,366365.0,44340.0,1.1,1182838.0,188525.0,23956.0,130188.0,269907.0,5517.0,5229.0,16988.0,15384.0,1458299.0
1981-02-01,1738169.0,0.7,171040.0,100804.0,2174985.0,235083.0,17542.0,277320.0,295683.0,189669.0,330544.0,1939902.0,26940.0,40692.0,170107.0,65884.0,10380.0,1884239.0,10844.0,306063.0,66193.0,2505529.0,439290.0,373097.0,44819.0,0.8,1189005.0,187649.0,24027.0,130356.0,271844.0,5615.0,5229.0,16067.0,15744.0,1466325.0
1981-03-01,1752460.0,1.0,172471.0,101626.0,2196083.0,236828.0,17547.0,279180.0,299211.0,191248.0,334912.0,1959255.0,27756.0,41304.0,170921.0,66718.0,10620.0,1902921.0,10933.0,309831.0,66801.0,2530995.0,447579.0,380778.0,45401.0,1.0,1199183.0,188468.0,23905.0,131604.0,274097.0,5704.0,5229.0,16169.0,15660.0,1478363.0
1981-04-01,1763720.0,0.1,173902.0,102162.0,2199217.0,237550.0,17268.0,280805.0,297531.0,192409.0,338136.0,1961668.0,27528.0,41928.0,160288.0,66106.0,10788.0,1904356.0,11161.0,308319.0,68035.0,2537353.0,456556.0,388521.0,46151.0,0.1,1206852.0,177556.0,23612.0,130464.0,276064.0,5780.0,5381.0,15941.0,15564.0,1487656.0
1981-05-01,1773106.0,0.6,175348.0,102574.0,2213175.0,241258.0,18014.0,282547.0,299187.0,193361.0,343192.0,1971917.0,28824.0,42552.0,158047.0,66096.0,10980.0,1913765.0,11238.0,310167.0,68951.0,2556367.0,467063.0,398111.0,46914.0,0.5,1212637.0,176061.0,23331.0,131160.0,277922.0,5857.0,5381.0,15328.0,15227.0,1495184.0
1981-06-01,1787424.0,0.9,176786.0,103428.0,2234011.0,240491.0,19255.0,284523.0,300171.0,194991.0,346688.0,1993521.0,28068.0,43188.0,156232.0,65987.0,11148.0,1934451.0,11312.0,311319.0,69827.0,2580699.0,478398.0,408571.0,47757.0,1.1,1222687.0,175487.0,23063.0,131664.0,280214.0,5931.0,5381.0,15327.0,15937.0,1507210.0
1981-07-01,1800726.0,2.2,178228.0,104067.0,2282953.0,280278.0,23389.0,286672.0,316635.0,196780.0,352310.0,2002675.0,28536.0,43812.0,159652.0,67439.0,11316.0,1942122.0,11677.0,327951.0,70973.0,2635263.0,497520.0,426547.0,48876.0,0.5,1231759.0,183041.0,22806.0,146088.0,282295.0,6008.0,5669.0,15044.0,15716.0,1518431.0
1981-08-01,1819138.0,0.9,179686.0,105059.0,2303852.0,275718.0,23707.0,288743.0,317091.0,198821.0,357947.0,2028134.0,28680.0,44436.0,159425.0,67620.0,11484.0,1966640.0,11745.0,328575.0,71078.0,2661799.0,506823.0,435745.0,49748.0,1.3,1245650.0,183132.0,22952.0,146076.0,284745.0,6076.0,5669.0,14635.0,15644.0,1534393.0
1981-09-01,1825393.0,0.4,181136.0,105375.0,2313558.0,285644.0,22946.0,290516.0,317235.0,199485.0,360404.0,2027914.0,27804.0,45060.0,157742.0,66670.0,11652.0,1965535.0,11810.0,328887.0,71774.0,2673962.0,514985.0,443211.0,50569.0,0.0,1248366.0,180687.0,23496.0,146688.0,286511.0,6141.0,5669.0,15249.0,15764.0,1538882.0
1981-10-01,1834784.0,0.6,182640.0,105729.0,2326620.0,299333.0,18524.0,292946.0,316659.0,200371.0,349225.0,2027287.0,27672.0,45684.0,154055.0,66239.0,11784.0,1963887.0,12242.0,328443.0,72268.0,2675845.0,515983.0,443714.0,51158.0,0.0,1253469.0,172579.0,24427.0,146256.0,288369.0,6209.0,6033.0,15345.0,15463.0,1546415.0
1981-11-01,1843390.0,0.6,184107.0,106150.0,2340235.0,305299.0,16839.0,294840.0,320079.0,201331.0,353056.0,2034936.0,28800.0,46320.0,155114.0,65419.0,11892.0,1970646.0,12297.0,331971.0,72663.0,2693291.0,522412.0,449749.0,51993.0,0.4,1258293.0,171953.0,24895.0,146340.0,290258.0,6264.0,6033.0,16355.0,16845.0,1553133.0
1981-12-01,1843782.0,0.2,185560.0,106037.0,2344189.0,290144.0,15490.0,296636.0,320763.0,201295.0,355708.0,2054045.0,27504.0,46944.0,155525.0,64863.0,11988.0,1988808.0,12343.0,332751.0,72790.0,2699897.0,528746.0,455955.0,52894.0,0.9,1255549.0,171015.0,24899.0,146844.0,291597.0,6310.0,6033.0,18172.0,16436.0,1552185.0
1982-01-01,1856263.0,0.7,187013.0,108204.0,2361206.0,297144.0,15147.0,299026.0,321513.0,205058.0,348669.0,2064062.0,28584.0,47592.0,150115.0,64805.0,11952.0,1997087.0,13049.0,333465.0,72591.0,2709875.0,535506.0,462914.0,53926.0,0.5,1262020.0,165262.0,24437.0,146568.0,295217.0,6645.0,6404.0,17684.0,16280.0,1561046.0
1982-02-01,1867506.0,0.6,188506.0,108815.0,2374792.0,285579.0,14334.0,300693.0,325197.0,206384.0,354742.0,2089213.0,29688.0,48228.0,152167.0,65428.0,12012.0,2021248.0,13094.0,337209.0,72193.0,2729534.0,541050.0,468856.0,54871.0,1.2,1269491.0,166501.0,23652.0,146820.0,297321.0,6690.0,6404.0,18789.0,16244.0,1570184.0
1982-03-01,1870220.0,0.2,190017.0,108819.0,2380555.0,287490.0,13677.0,302560.0,326085.0,206575.0,354134.0,2093065.0,28236.0,48840.0,150143.0,64938.0,12132.0,2024130.0,13142.0,338217.0,72101.0,2734689.0,546453.0,474352.0,55793.0,0.2,1268824.0,163820.0,22554.0,146928.0,298836.0,6738.0,6404.0,20899.0,16244.0,1571384.0
1982-04-01,1872607.0,1.0,191567.0,108839.0,2405514.0,308771.0,13058.0,303914.0,331377.0,206737.0,349621.0,2096743.0,29820.0,49452.0,157109.0,64880.0,12204.0,2026327.0,13626.0,343581.0,71559.0,2755135.0,554397.0,482838.0,56790.0,0.2,1268287.0,170166.0,21121.0,148068.0,300407.0,6869.0,6757.0,23081.0,16076.0,1572201.0
1982-05-01,1887567.0,0.2,193153.0,109644.0,2409789.0,294015.0,12835.0,305195.0,332517.0,208393.0,361585.0,2115774.0,29484.0,50052.0,156216.0,65517.0,12300.0,2044491.0,13680.0,344817.0,71283.0,2771374.0,557605.0,486322.0,57604.0,0.9,1279574.0,169051.0,20728.0,147432.0,302798.0,6923.0,6757.0,23884.0,16148.0,1584769.0
1982-06-01,1892915.0,0.2,194740.0,109929.0,2414107.0,293919.0,12411.0,307073.0,335805.0,208992.0,367999.0,2120188.0,31236.0,50664.0,156608.0,65950.0,12384.0,2048116.0,13737.0,348189.0,71239.0,2782106.0,559583.0,488343.0,58335.0,0.2,1281174.0,169019.0,21392.0,147084.0,304668.0,6980.0,6757.0,24687.0,16184.0,1588247.0
1982-07-01,1900193.0,1.5,196348.0,110183.0,2450610.0,305462.0,12632.0,308391.0,347097.0,209973.0,348204.0,2145149.0,29832.0,51252.0,155687.0,66899.0,12420.0,2072242.0,14003.0,359517.0,71882.0,2798814.0,557626.0,485744.0,58904.0,1.2,1285271.0,168319.0,23132.0,157944.0,306531.0,7129.0,6874.0,24950.0,16220.0,1593662.0
1982-08-01,1907610.0,0.5,197991.0,110511.0,2462178.0,308408.0,11894.0,309756.0,348585.0,210665.0,350844.0,2153770.0,30732.0,51852.0,159816.0,66890.0,12480.0,2080123.0,14061.0,361065.0,72591.0,2813022.0,558798.0,486207.0,59586.0,0.4,1289352.0,171711.0,24503.0,157452.0,308502.0,7187.0,6874.0,25451.0,16208.0,1599108.0
1982-09-01,1906466.0,0.2,199669.0,110254.0,2468249.0,289178.0,11275.0,310465.0,353313.0,210315.0,351399.0,2179071.0,31980.0,52428.0,160789.0,67442.0,12540.0,2104649.0,14119.0,365853.0,73521.0,2819648.0,560079.0,486559.0,60304.0,1.2,1286078.0,172064.0,25501.0,157512.0,309923.0,7245.0,6874.0,27755.0,16196.0,1596543.0
1982-10-01,1910673.0,0.5,201364.0,110345.0,2479605.0,278526.0,12954.0,312776.0,358221.0,210539.0,354115.0,2201078.0,28308.0,53028.0,163762.0,68622.0,12636.0,2125774.0,14318.0,370857.0,74840.0,2833720.0,559894.0,485054.0,60986.0,1.0,1286189.0,176716.0,26118.0,160416.0,311708.0,7400.0,6918.0,31748.0,16099.0,1598965.0
1982-11-01,1915756.0,0.7,203105.0,110545.0,2497045.0,271624.0,14859.0,314630.0,368373.0,210943.0,356201.0,2225421.0,31608.0,53592.0,163830.0,69488.0,12648.0,2149261.0,14379.0,381021.0,76226.0,2853246.0,562294.0,486069.0,61782.0,1.1,1287477.0,178689.0,26428.0,164664.0,313650.0,7461.0,6918.0,32249.0,16772.0,1602106.0
1982-12-01,1928011.0,0.6,204880.0,111139.0,2512960.0,274273.0,14694.0,315965.0,368865.0,212153.0,359403.0,2238687.0,32400.0,54144.0,168278.0,70357.0,12924.0,2161628.0,14443.0,381789.0,77462.0,2872363.0,565317.0,487855.0,62616.0,0.6,1296026.0,182972.0,26427.0,163608.0,316019.0,7525.0,6918.0,31547.0,16809.0,1611991.0
1983-01-01,1944870.0,0.8,206674.0,116408.0,2533486.0,281785.0,9872.0,317737.0,364682.0,218911.0,349088.0,2251701.0,32604.0,54612.0,171953.0,70177.0,12768.0,2173954.0,14089.0,377450.0,78526.0,2882574.0,571231.0,492705.0,63658.0,0.6,1304051.0,181825.0,26109.0,161700.0,323082.0,7653.0,6436.0,28997.0,16592.0,1621788.0
1983-02-01,1941743.0,0.2,208427.0,115981.0,2538906.0,283260.0,14566.0,318616.0,367370.0,218233.0,350678.0,2255646.0,33300.0,55164.0,170542.0,70481.0,12768.0,2177039.0,14156.0,380138.0,79407.0,2889584.0,575045.0,495638.0,64451.0,0.2,1298720.0,185109.0,25783.0,161820.0,324407.0,7720.0,6436.0,30205.0,16400.0,1617336.0
1983-03-01,1955008.0,0.6,210079.0,116705.0,2554421.0,272257.0,14193.0,319749.0,371810.0,219609.0,352853.0,2282163.0,33672.0,55728.0,168660.0,70932.0,12804.0,2202774.0,14223.0,384614.0,79962.0,2907274.0,578959.0,498998.0,65166.0,1.2,1308475.0,182852.0,25449.0,162912.0,326784.0,7787.0,6436.0,31614.0,16952.0,1628224.0
1983-04-01,1969537.0,0.7,211681.0,117471.0,2571640.0,264802.0,9612.0,321012.0,371570.0,221128.0,351214.0,2306838.0,33420.0,56316.0,175203.0,70795.0,12996.0,2226393.0,14785.0,384566.0,80442.0,2922854.0,579955.0,499513.0,65659.0,1.1,1319373.0,184815.0,25108.0,164052.0,329152.0,7917.0,6868.0,30587.0,16400.0,1640385.0
1983-05-01,1987155.0,0.5,213228.0,118455.0,2584093.0,257022.0,8529.0,322603.0,375770.0,223022.0,362050.0,2327071.0,33324.0,56904.0,174284.0,70972.0,13152.0,2245902.0,14855.0,388922.0,81195.0,2946143.0,585525.0,504330.0,66313.0,0.9,1332869.0,182813.0,24751.0,164076.0,331683.0,7987.0,6868.0,34310.0,16184.0,1655472.0
1983-06-01,2002193.0,0.5,214720.0,119315.0,2595770.0,237838.0,5424.0,324133.0,373874.0,224694.0,365395.0,2357932.0,33456.0,57492.0,174854.0,71155.0,13368.0,2276020.0,14928.0,387242.0,81645.0,2961165.0,591769.0,510124.0,66984.0,1.3,1344025.0,180279.0,24376.0,163896.0,334035.0,8060.0,6868.0,31391.0,16484.0,1668158.0
1983-07-01,2020270.0,1.8,216141.0,120259.0,2643231.0,255563.0,1218.0,325393.0,368990.0,226620.0,343074.0,2387668.0,33660.0,58080.0,181724.0,71708.0,13656.0,2304398.0,15485.0,382646.0,82560.0,2986305.0,603083.0,520523.0,67786.0,1.3,1358476.0,182942.0,23984.0,164400.0,336401.0,8201.0,7284.0,24790.0,16352.0,1683869.0
1983-08-01,2024612.0,0.2,217534.0,120439.0,2649390.0,244925.0,-1419.0,326638.0,368954.0,227112.0,345333.0,2404465.0,33948.0,58668.0,181754.0,72082.0,13956.0,2320429.0,15560.0,382910.0,83269.0,2994723.0,610274.0,527005.0,68476.0,0.7,1360002.0,180335.0,23704.0,163812.0,337972.0,8276.0,7284.0,23984.0,16460.0,1686640.0
1983-09-01,2044022.0,1.1,218838.0,121480.0,2677696.0,258027.0,777.0,328201.0,367586.0,229233.0,347889.0,2419669.0,34332.0,59256.0,187360.0,72744.0,14328.0,2334858.0,15638.0,381914.0,83879.0,3025585.0,617207.0,533328.0,69173.0,0.6,1375503.0,188137.0,23536.0,163728.0,340318.0,8354.0,7284.0,21162.0,16364.0,1703705.0
1983-10-01,2075590.0,1.1,220090.0,123429.0,2705980.0,262572.0,-102.0,329724.0,366206.0,233003.0,353577.0,2443407.0,34548.0,59820.0,188580.0,72391.0,14688.0,2357587.0,15855.0,380894.0,84260.0,3059557.0,624116.0,539856.0,69965.0,1.0,1402347.0,188479.0,23480.0,163692.0,343520.0,8452.0,7403.0,19427.0,16328.0,1732071.0
1983-11-01,2084073.0,1.0,221293.0,123839.0,2732871.0,280130.0,3993.0,331127.0,373586.0,233934.0,355180.0,2452741.0,34848.0,60444.0,191666.0,72452.0,15216.0,2366269.0,15937.0,388802.0,84382.0,3088051.0,629987.0,545605.0,70534.0,0.4,1407814.0,195659.0,23464.0,168960.0,345132.0,8534.0,7403.0,20434.0,16448.0,1738941.0
1983-12-01,2100780.0,0.9,222411.0,124803.0,2758549.0,277929.0,7419.0,332607.0,375590.0,235938.0,358217.0,2480619.0,35340.0,61080.0,194347.0,72699.0,15852.0,2393632.0,16022.0,391442.0,84304.0,3116766.0,635225.0,550921.0,70965.0,1.1,1420960.0,201766.0,23490.0,170064.0,347214.0,8619.0,7403.0,20031.0,16376.0,1753566.0
1984-01-01,2129530.0,0.9,223513.0,134289.0,2782720.0,276125.0,15004.0,335217.0,375936.0,247768.0,357945.0,2506594.0,35508.0,61836.0,191250.0,73335.0,16932.0,2419379.0,16328.0,392868.0,83907.0,3140665.0,636220.0,552313.0,70887.0,1.0,1436511.0,206254.0,23562.0,170820.0,357802.0,8692.0,7636.0,18225.0,16212.0,1771728.0
1984-02-01,2143587.0,1.3,224695.0,135097.0,2817521.0,326241.0,20596.0,337805.0,375564.0,249424.0,361839.0,2491280.0,35676.0,62472.0,206076.0,73518.0,17640.0,2403535.0,16415.0,393204.0,84799.0,3179360.0,642018.0,557219.0,71330.0,-0.6,1445991.0,226672.0,23302.0,170412.0,359792.0,8779.0,7636.0,17118.0,16368.0,1783795.0
1984-03-01,2158429.0,1.0,225993.0,135933.0,2844948.0,324942.0,22993.0,340424.0,377352.0,251185.0,363738.0,2520005.0,35832.0,63048.0,209835.0,74319.0,18252.0,2431581.0,16502.0,395604.0,85576.0,3208686.0,650298.0,564722.0,71923.0,1.2,1456080.0,232828.0,22711.0,171576.0,361926.0,8866.0,7636.0,16413.0,16164.0,1796503.0
1984-04-01,2183849.0,1.1,227380.0,137581.0,2875003.0,327809.0,21288.0,342605.0,379344.0,254289.0,366251.0,2547194.0,36024.0,63564.0,211736.0,74461.0,18744.0,2457516.0,16875.0,398088.0,85974.0,3241254.0,658794.0,572820.0,72803.0,1.1,1476283.0,233024.0,21788.0,173400.0,364961.0,8970.0,7905.0,15839.0,16056.0,1818888.0
1984-05-01,2190081.0,0.3,228876.0,137672.0,2882729.0,317646.0,21318.0,344790.0,378516.0,254723.0,369610.0,2565083.0,36204.0,64092.0,209082.0,73919.0,19248.0,2474478.0,16960.0,397764.0,85757.0,3252339.0,667315.0,581558.0,73645.0,0.7,1478744.0,230399.0,21502.0,171744.0,366548.0,9055.0,7905.0,16141.0,16416.0,1823533.0
